Date,Branch_ID,City,Service_Type,Account_Type,Transaction_Amount,Transaction_Fee,Currency,Net_Amount,Channel
2023-05-10,F104,Lagos,Money Transfer,Individual,401574.19,3449.77,USD,398124.42,Web Portal
2023-05-20,F103,Abuja,Bill Payment,Individual,697205.86,6609.54,NGN,690596.32,Mobile App
2023-01-04,F103,Kano,Airtime Purchase,Individual,97796.43,1318.85,USD,96477.58,Mobile App
2023-05-28,F102,Lagos,Loan Disbursement,Individual,355545.06,2400.99,USD,353144.07,Web Portal
2023-03-07,F104,Lagos,Loan Repayment,Business,654854.69,4179.57,NGN,650675.12,Mobile App
2023-09-12,F101,Abuja,Loan Disbursement,Individual,921893.77,3732.36,NGN,918161.41,Agent Network
2023-07-23,F101,Enugu,Bill Payment,Individual,626159.41,4884.94,NGN,621274.47,Web Portal
2023-07-04,F101,Abuja,Money Transfer,Business,224039.18,1131.32,NGN,222907.86,Mobile App
2023-07-31,F101,Lagos,Loan Repayment,Business,872228.37,9981.48,USD,862246.89,Web Portal
2023-08-31,F103,Lagos,Bill Payment,Individual,378026.0,4902.15,USD,373123.85,Mobile App
2023-02-14,F102,Enugu,Airtime Purchase,Business,285487.9,3703.95,USD,281783.95,Agent Network
2023-05-25,F102,Enugu,Loan Repayment,Individual,892437.43,10293.63,USD,882143.8,Web Portal
2023-05-01,F104,Kano,Money Transfer,Business,382554.61,5377.02,NGN,377177.59,Web Portal
2023-12-18,F101,Kano,Bill Payment,Individual,914401.91,8923.39,NGN,905478.52,Web Portal
2023-12-08,F104,Abuja,Bill Payment,Business,428918.23,2073.33,NGN,426844.9,Agent Network
2023-04-19,F101,Kano,Loan Disbursement,Business,604648.98,2257.5,USD,602391.48,Agent Network
2023-01-02,F104,Kano,Loan Disbursement,Individual,771062.49,5645.81,NGN,765416.68,Mobile App
2023-01-05,F103,Kano,Money Transfer,Individual,848272.71,3434.62,USD,844838.09,Agent Network
2023-09-12,F103,Enugu,Airtime Purchase,Business,748608.0,9964.18,USD,738643.82,Agent Network
2023-08-29,F102,Enugu,Loan Disbursement,Individual,555188.93,6435.43,USD,548753.5,Web Portal
2023-01-31,F103,Enugu,Money Transfer,Business,751951.1,7852.3,NGN,744098.8,Agent Network
2023-01-09,F101,Kano,Money Transfer,Business,243335.5,1873.18,USD,241462.32,Mobile App
2023-08-14,F103,Lagos,Money Transfer,Business,722476.58,8482.16,NGN,713994.42,Web Portal
2023-03-10,F101,Abuja,Loan Disbursement,Individual,207027.58,2095.01,USD,204932.57,Web Portal
2023-10-25,F104,Kano,Loan Disbursement,Business,968760.82,10932.58,USD,957828.24,Web Portal
2023-03-08,F101,Kano,Loan Repayment,Business,448091.33,2777.36,USD,445313.97,Agent Network
2023-10-22,F104,Abuja,Loan Repayment,Business,483664.55,4417.45,NGN,479247.1,Web Portal
2023-09-09,F101,Enugu,Airtime Purchase,Individual,856088.87,6963.27,NGN,849125.6,Mobile App
2023-11-17,F103,Kano,Loan Disbursement,Individual,557106.64,2523.31,USD,554583.33,Web Portal
2023-12-14,F101,Enugu,Loan Disbursement,Business,962821.97,9353.97,USD,953468.0,Web Portal
2023-10-28,F103,Abuja,Bill Payment,Individual,309193.66,1125.8,NGN,308067.86,Web Portal
2023-04-11,F101,Lagos,Loan Repayment,Business,611099.77,2819.08,USD,608280.69,Web Portal
2023-05-06,F104,Enugu,Loan Repayment,Business,761575.22,6006.73,USD,755568.49,Mobile App
2023-10-31,F104,Kano,Bill Payment,Business,552676.3,4681.99,USD,547994.31,Agent Network
2023-08-01,F103,Kano,Airtime Purchase,Business,491910.17,4802.99,USD,487107.18,Mobile App
2023-04-19,F103,Kano,Bill Payment,Individual,304237.35,3888.74,USD,300348.61,Mobile App
2023-02-15,F102,Abuja,Loan Disbursement,Individual,824605.09,9725.13,USD,814879.96,Mobile App
2023-11-10,F102,Lagos,Loan Repayment,Business,708447.39,9121.76,NGN,699325.63,Mobile App
2023-02-19,F102,Abuja,Airtime Purchase,Business,387598.46,2339.53,USD,385258.93,Mobile App
2023-07-09,F101,Lagos,Bill Payment,Business,363691.63,2420.89,USD,361270.74,Agent Network
2023-06-19,F102,Kano,Money Transfer,Business,541624.99,5306.71,USD,536318.28,Web Portal
2023-05-05,F101,Kano,Loan Disbursement,Business,641661.08,9055.71,USD,632605.37,Agent Network
2023-03-24,F102,Lagos,Bill Payment,Business,464640.63,5190.7,NGN,459449.93,Mobile App
2023-06-08,F104,Enugu,Loan Repayment,Individual,560610.13,4009.24,USD,556600.89,Agent Network
2023-05-28,F104,Kano,Money Transfer,Individual,450272.57,4627.27,NGN,445645.3,Mobile App
2023-10-29,F103,Lagos,Loan Repayment,Business,227582.53,1552.56,NGN,226029.97,Mobile App
2023-11-08,F104,Abuja,Loan Disbursement,Individual,292604.54,2599.38,NGN,290005.16,Agent Network
2023-11-18,F104,Lagos,Bill Payment,Business,628753.01,7366.56,NGN,621386.45,Agent Network
2023-09-26,F101,Abuja,Airtime Purchase,Individual,268225.49,3327.62,USD,264897.87,Agent Network
2023-01-12,F103,Kano,Loan Repayment,Individual,395575.59,4452.86,NGN,391122.73,Mobile App
2023-07-28,F103,Abuja,Loan Repayment,Business,772249.3,5227.96,USD,767021.34,Agent Network
2023-07-04,F104,Abuja,Loan Disbursement,Business,956371.39,11338.57,USD,945032.82,Mobile App
2023-02-25,F101,Kano,Bill Payment,Individual,451285.14,1269.37,NGN,450015.77,Agent Network
2023-09-22,F104,Lagos,Bill Payment,Individual,691787.3,7122.43,NGN,684664.87,Web Portal
2023-02-22,F101,Abuja,Loan Repayment,Individual,48602.96,673.17,NGN,47929.79,Agent Network
2023-01-23,F104,Abuja,Money Transfer,Individual,559236.88,7799.4,NGN,551437.48,Agent Network
2023-02-01,F102,Lagos,Bill Payment,Business,529780.31,5013.58,USD,524766.73,Agent Network
2023-01-28,F101,Enugu,Loan Repayment,Individual,93708.46,1001.56,USD,92706.9,Agent Network
2023-02-01,F103,Enugu,Bill Payment,Business,94686.18,429.15,NGN,94257.03,Agent Network
2023-06-03,F104,Kano,Bill Payment,Business,713210.65,8659.97,NGN,704550.68,Web Portal
2023-09-30,F104,Abuja,Airtime Purchase,Business,465686.23,3959.93,USD,461726.3,Mobile App
2023-04-16,F104,Enugu,Airtime Purchase,Business,799236.38,10608.13,NGN,788628.25,Web Portal
2023-03-08,F101,Lagos,Loan Repayment,Individual,771193.2,10036.47,NGN,761156.73,Agent Network
2023-12-10,F104,Kano,Airtime Purchase,Individual,638657.47,4478.55,NGN,634178.92,Agent Network
2023-11-25,F101,Enugu,Loan Repayment,Individual,633560.11,9083.85,NGN,624476.26,Web Portal
2023-04-05,F102,Enugu,Money Transfer,Business,449600.66,2824.05,USD,446776.61,Agent Network
2023-08-19,F102,Abuja,Airtime Purchase,Business,71934.84,446.92,USD,71487.92,Agent Network
2023-12-03,F102,Lagos,Loan Disbursement,Business,164051.24,337.09,USD,163714.15,Mobile App
2023-09-18,F102,Kano,Money Transfer,Business,708443.42,6245.57,USD,702197.85,Web Portal
2023-09-03,F104,Abuja,Loan Repayment,Individual,168766.27,364.17,NGN,168402.1,Agent Network
2023-05-17,F103,Kano,Airtime Purchase,Individual,357044.93,2218.77,NGN,354826.16,Mobile App
2023-02-26,F103,Lagos,Bill Payment,Business,432088.11,984.11,NGN,431104.0,Mobile App
2023-01-10,F103,Kano,Loan Disbursement,Individual,14351.7,108.26,USD,14243.44,Mobile App
2023-01-15,F104,Lagos,Airtime Purchase,Individual,596185.82,8133.77,NGN,588052.05,Mobile App
2023-07-06,F103,Abuja,Money Transfer,Individual,603989.54,1857.11,NGN,602132.43,Mobile App
2023-08-25,F101,Kano,Loan Repayment,Business,260496.25,3567.68,USD,256928.57,Web Portal
2023-04-23,F102,Enugu,Money Transfer,Individual,892398.71,3484.44,USD,888914.27,Web Portal
2023-07-28,F101,Abuja,Airtime Purchase,Individual,929764.03,5958.88,USD,923805.15,Mobile App
2023-04-22,F102,Lagos,Loan Disbursement,Business,838159.61,7949.36,NGN,830210.25,Agent Network
2023-09-30,F102,Lagos,Loan Repayment,Business,708325.54,2928.56,USD,705396.98,Web Portal
2023-02-08,F103,Abuja,Bill Payment,Individual,903313.62,4414.78,USD,898898.84,Mobile App
2023-12-24,F102,Kano,Money Transfer,Business,117725.2,714.96,USD,117010.24,Agent Network
2023-05-10,F103,Abuja,Loan Disbursement,Business,302928.49,1936.44,NGN,300992.05,Web Portal
2023-10-29,F101,Enugu,Airtime Purchase,Business,62144.83,887.24,NGN,61257.59,Web Portal
2023-05-03,F102,Enugu,Loan Repayment,Business,738602.2,7113.53,NGN,731488.67,Mobile App
2023-05-08,F102,Abuja,Bill Payment,Business,218834.32,851.39,NGN,217982.93,Web Portal
2023-04-18,F103,Lagos,Airtime Purchase,Individual,470061.96,5192.71,NGN,464869.25,Mobile App
2023-03-27,F104,Abuja,Loan Disbursement,Business,564061.78,8304.22,NGN,555757.56,Agent Network
2023-04-04,F104,Lagos,Loan Repayment,Individual,675905.38,2705.88,USD,673199.5,Mobile App
2023-08-06,F101,Abuja,Money Transfer,Individual,429974.14,3915.96,USD,426058.18,Mobile App
2023-08-11,F101,Abuja,Airtime Purchase,Individual,451888.32,4695.0,NGN,447193.32,Web Portal
2023-01-13,F102,Enugu,Bill Payment,Individual,408022.25,6042.69,NGN,401979.56,Mobile App
2023-04-21,F104,Lagos,Airtime Purchase,Business,53303.21,395.77,USD,52907.44,Mobile App
2023-06-16,F101,Abuja,Loan Repayment,Business,730759.54,3676.94,USD,727082.6,Web Portal
2023-03-21,F104,Kano,Airtime Purchase,Business,7405.98,71.49,NGN,7334.49,Mobile App
2023-07-12,F101,Enugu,Money Transfer,Individual,798680.83,5665.2,USD,793015.63,Mobile App
2023-11-21,F102,Enugu,Bill Payment,Individual,682274.24,10201.84,USD,672072.4,Agent Network
2023-09-19,F103,Abuja,Money Transfer,Individual,618388.61,1631.24,USD,616757.37,Agent Network
2023-09-18,F103,Enugu,Money Transfer,Individual,542309.45,5125.51,USD,537183.94,Agent Network
2023-12-31,F102,Abuja,Loan Repayment,Business,871518.0,4369.97,NGN,867148.03,Mobile App
2023-11-09,F102,Enugu,Loan Disbursement,Individual,862195.06,12479.97,USD,849715.09,Web Portal
2023-01-22,F102,Kano,Airtime Purchase,Individual,883785.04,4373.76,USD,879411.28,Mobile App
2023-08-10,F101,Abuja,Airtime Purchase,Individual,683259.97,9708.75,NGN,673551.22,Mobile App
2023-06-10,F101,Lagos,Bill Payment,Individual,958133.87,8091.77,USD,950042.1,Agent Network
2023-11-22,F103,Lagos,Loan Repayment,Individual,451023.36,4929.25,NGN,446094.11,Mobile App
2023-08-06,F101,Enugu,Loan Repayment,Individual,322055.01,1596.31,USD,320458.7,Mobile App
2023-01-01,F102,Abuja,Loan Disbursement,Individual,676526.73,7607.76,NGN,668918.97,Agent Network
2023-08-08,F101,Abuja,Bill Payment,Business,701597.06,10468.52,USD,691128.54,Agent Network
2023-11-23,F101,Abuja,Bill Payment,Business,877501.86,6608.19,USD,870893.67,Web Portal
2023-09-04,F103,Kano,Money Transfer,Business,114533.37,1620.04,USD,112913.33,Web Portal
2023-09-09,F102,Lagos,Airtime Purchase,Business,382681.14,1887.7,USD,380793.44,Agent Network
2023-03-05,F102,Lagos,Bill Payment,Business,626401.08,7198.07,USD,619203.01,Mobile App
2023-07-25,F101,Kano,Money Transfer,Individual,903615.45,13216.53,USD,890398.92,Mobile App
2023-02-05,F102,Enugu,Loan Disbursement,Business,918054.4,8670.4,USD,909384.0,Mobile App
2023-06-17,F103,Kano,Bill Payment,Business,116394.41,952.91,NGN,115441.5,Agent Network
2023-08-25,F101,Kano,Loan Disbursement,Business,549757.26,7027.15,NGN,542730.11,Agent Network
2023-04-23,F102,Enugu,Airtime Purchase,Individual,280150.03,1779.87,NGN,278370.16,Mobile App
2023-07-17,F101,Enugu,Loan Disbursement,Individual,782717.02,2144.87,NGN,780572.15,Web Portal
2023-05-12,F103,Lagos,Loan Disbursement,Individual,703489.84,7250.81,NGN,696239.03,Mobile App
2023-11-19,F102,Abuja,Bill Payment,Individual,46213.31,381.03,NGN,45832.28,Web Portal
2023-11-25,F101,Lagos,Airtime Purchase,Individual,190166.08,571.52,USD,189594.56,Web Portal
2023-02-25,F103,Kano,Bill Payment,Individual,643188.89,3209.69,USD,639979.2,Web Portal
2023-06-27,F103,Kano,Loan Disbursement,Business,702953.28,4863.26,NGN,698090.02,Agent Network
2023-01-21,F102,Enugu,Loan Disbursement,Business,462995.03,2063.66,USD,460931.37,Agent Network
2023-04-14,F101,Abuja,Loan Disbursement,Business,662914.49,6285.6,NGN,656628.89,Agent Network
2023-04-18,F103,Enugu,Airtime Purchase,Business,152695.92,1773.08,NGN,150922.84,Mobile App
2023-09-24,F102,Enugu,Money Transfer,Individual,989067.66,12937.08,NGN,976130.58,Web Portal
2023-12-20,F101,Kano,Loan Disbursement,Individual,744627.28,5107.17,NGN,739520.11,Web Portal
2023-11-10,F104,Enugu,Loan Disbursement,Individual,591691.19,7083.15,USD,584608.04,Mobile App
2023-07-04,F101,Lagos,Bill Payment,Individual,13658.42,176.5,USD,13481.92,Agent Network
2023-07-02,F104,Lagos,Loan Disbursement,Business,54594.53,239.21,USD,54355.32,Web Portal
2023-12-14,F101,Enugu,Airtime Purchase,Individual,801456.49,11738.07,USD,789718.42,Web Portal
2023-03-21,F103,Enugu,Loan Disbursement,Business,552032.62,7328.92,NGN,544703.7,Mobile App
2023-05-12,F102,Enugu,Loan Disbursement,Individual,311833.75,2283.97,NGN,309549.78,Web Portal
2023-01-23,F104,Enugu,Loan Repayment,Business,90100.07,608.19,USD,89491.88,Agent Network
2023-12-06,F101,Kano,Loan Disbursement,Individual,357956.13,2131.06,USD,355825.07,Agent Network
2023-01-20,F101,Abuja,Bill Payment,Business,65977.89,527.16,NGN,65450.73,Mobile App
2023-09-19,F102,Abuja,Bill Payment,Business,602586.11,1356.04,USD,601230.07,Agent Network
2023-07-07,F103,Lagos,Bill Payment,Individual,508811.35,6679.22,NGN,502132.13,Agent Network
2023-11-01,F101,Enugu,Money Transfer,Individual,462136.05,6299.52,NGN,455836.53,Mobile App
2023-08-24,F102,Abuja,Bill Payment,Business,74648.59,770.16,NGN,73878.43,Web Portal
2023-03-09,F103,Kano,Money Transfer,Individual,847540.44,7164.31,NGN,840376.13,Mobile App
2023-02-28,F102,Abuja,Loan Repayment,Individual,15456.77,194.21,USD,15262.56,Mobile App
2023-02-28,F102,Kano,Airtime Purchase,Business,711296.84,6345.13,USD,704951.71,Web Portal
2023-08-01,F101,Kano,Airtime Purchase,Individual,314120.43,1838.84,USD,312281.59,Agent Network
2023-12-18,F104,Kano,Loan Repayment,Business,291935.82,3428.78,NGN,288507.04,Mobile App
2023-02-20,F101,Lagos,Money Transfer,Individual,747610.53,9300.56,USD,738309.97,Web Portal
2023-01-14,F101,Abuja,Airtime Purchase,Individual,558288.94,4201.44,NGN,554087.5,Agent Network
2023-04-12,F102,Kano,Loan Disbursement,Individual,854510.62,5963.27,USD,848547.35,Web Portal
2023-08-05,F101,Kano,Loan Disbursement,Individual,692372.92,8934.29,USD,683438.63,Mobile App
2023-10-21,F104,Kano,Loan Disbursement,Individual,401818.79,4703.91,NGN,397114.88,Agent Network
2023-09-16,F102,Enugu,Money Transfer,Business,817348.94,4364.15,USD,812984.79,Mobile App
2023-09-10,F101,Abuja,Money Transfer,Business,181443.84,1880.22,USD,179563.62,Agent Network
2023-04-15,F101,Enugu,Loan Disbursement,Individual,735989.28,8418.37,NGN,727570.91,Mobile App
2023-07-23,F104,Lagos,Loan Disbursement,Business,297862.34,1329.8,NGN,296532.54,Web Portal
2023-04-04,F101,Kano,Loan Repayment,Business,4637.96,24.69,NGN,4613.27,Agent Network
2023-12-15,F101,Abuja,Bill Payment,Individual,592336.19,4944.77,USD,587391.42,Web Portal
2023-09-03,F104,Abuja,Bill Payment,Individual,644918.54,8838.86,USD,636079.68,Agent Network
2023-03-16,F103,Enugu,Money Transfer,Business,99235.44,1118.41,USD,98117.03,Web Portal
2023-11-28,F103,Enugu,Loan Repayment,Business,440937.16,5692.84,USD,435244.32,Web Portal
2023-01-07,F102,Kano,Bill Payment,Individual,734590.87,1768.4,USD,732822.47,Agent Network
2023-05-18,F103,Abuja,Bill Payment,Business,918464.03,6037.49,USD,912426.54,Web Portal
2023-05-30,F102,Kano,Money Transfer,Business,840615.8,10752.32,NGN,829863.48,Web Portal
2023-07-08,F103,Kano,Money Transfer,Individual,233867.71,3292.75,USD,230574.96,Agent Network
2023-08-02,F103,Enugu,Loan Repayment,Business,81601.62,536.19,NGN,81065.43,Web Portal
2023-03-21,F103,Abuja,Money Transfer,Business,472343.37,1807.28,USD,470536.09,Mobile App
2023-01-10,F102,Lagos,Bill Payment,Individual,288330.67,1521.77,USD,286808.9,Web Portal
2023-09-26,F103,Enugu,Airtime Purchase,Individual,423719.02,1779.76,USD,421939.26,Mobile App
2023-06-18,F101,Enugu,Airtime Purchase,Individual,870736.23,8489.14,NGN,862247.09,Mobile App
2023-02-22,F103,Lagos,Loan Disbursement,Business,375518.85,4816.56,USD,370702.29,Agent Network
2023-09-25,F101,Lagos,Airtime Purchase,Business,80232.16,719.88,NGN,79512.28,Mobile App
2023-04-22,F101,Abuja,Loan Disbursement,Business,851666.15,7516.59,NGN,844149.56,Agent Network
2023-11-29,F104,Enugu,Airtime Purchase,Individual,8515.65,94.17,USD,8421.48,Agent Network
2023-01-09,F103,Kano,Money Transfer,Business,290106.39,3325.23,USD,286781.16,Web Portal
2023-03-06,F104,Lagos,Bill Payment,Business,247677.39,3242.01,NGN,244435.38,Web Portal
2023-06-27,F103,Lagos,Bill Payment,Business,737318.22,4188.25,NGN,733129.97,Agent Network
2023-06-27,F102,Kano,Money Transfer,Business,371048.11,1292.58,USD,369755.53,Web Portal
2023-12-28,F104,Enugu,Loan Disbursement,Individual,735226.19,9561.65,USD,725664.54,Agent Network
2023-08-17,F103,Lagos,Loan Disbursement,Individual,458139.44,3510.74,NGN,454628.7,Agent Network
2023-09-19,F103,Kano,Money Transfer,Business,174392.46,1977.16,NGN,172415.3,Mobile App
2023-07-08,F101,Kano,Loan Disbursement,Individual,896950.11,10126.51,USD,886823.6,Agent Network
2023-08-31,F103,Kano,Money Transfer,Individual,496806.11,3387.05,NGN,493419.06,Web Portal
2023-02-16,F102,Kano,Airtime Purchase,Individual,443291.54,4546.55,NGN,438744.99,Mobile App
2023-09-23,F104,Kano,Airtime Purchase,Business,222808.99,3061.56,NGN,219747.43,Web Portal
2023-08-26,F101,Kano,Loan Repayment,Business,326272.14,3905.09,USD,322367.05,Agent Network
2023-12-07,F104,Enugu,Money Transfer,Business,142486.32,1054.09,NGN,141432.23,Mobile App
2023-05-27,F103,Enugu,Money Transfer,Business,880858.25,3412.0,USD,877446.25,Mobile App
2023-10-02,F103,Enugu,Bill Payment,Individual,245825.01,1138.69,USD,244686.32,Web Portal
2023-12-18,F103,Enugu,Airtime Purchase,Individual,259460.45,1424.59,USD,258035.86,Mobile App
2023-05-13,F104,Abuja,Loan Disbursement,Business,70616.1,712.92,USD,69903.18,Mobile App
2023-10-28,F103,Lagos,Bill Payment,Business,758984.06,2247.06,USD,756737.0,Mobile App
2023-06-16,F104,Abuja,Money Transfer,Business,185508.38,1856.36,NGN,183652.02,Agent Network
2023-10-28,F103,Enugu,Bill Payment,Individual,236053.07,2570.84,NGN,233482.23,Mobile App
2023-01-03,F101,Kano,Money Transfer,Individual,660812.86,7640.15,USD,653172.71,Agent Network
2023-07-17,F102,Lagos,Bill Payment,Business,588227.6,6986.61,NGN,581240.99,Mobile App
2023-10-21,F104,Lagos,Airtime Purchase,Individual,536455.83,2193.5,USD,534262.33,Agent Network
2023-02-06,F103,Abuja,Loan Repayment,Individual,326113.76,4115.03,USD,321998.73,Mobile App
2023-01-17,F104,Abuja,Airtime Purchase,Business,502271.91,4988.74,USD,497283.17,Agent Network
2023-10-23,F102,Lagos,Loan Repayment,Individual,449103.68,3792.55,USD,445311.13,Mobile App
2023-01-02,F102,Enugu,Airtime Purchase,Individual,765159.03,4847.89,NGN,760311.14,Web Portal
2023-04-03,F101,Enugu,Airtime Purchase,Individual,67409.52,455.96,NGN,66953.56,Web Portal
2023-11-01,F104,Enugu,Airtime Purchase,Business,603875.6,8112.87,USD,595762.73,Web Portal
2023-07-22,F103,Enugu,Airtime Purchase,Business,460128.89,1997.73,NGN,458131.16,Mobile App
2023-09-18,F103,Kano,Loan Disbursement,Business,283828.06,2201.63,USD,281626.43,Web Portal
2023-04-01,F103,Abuja,Airtime Purchase,Individual,960484.11,10150.83,NGN,950333.28,Agent Network
2023-08-27,F104,Lagos,Loan Disbursement,Individual,172329.12,1429.15,USD,170899.97,Web Portal
2023-07-05,F103,Kano,Money Transfer,Individual,442614.75,4361.17,USD,438253.58,Mobile App
2023-03-08,F104,Abuja,Airtime Purchase,Individual,51300.71,152.46,NGN,51148.25,Mobile App
2023-10-18,F102,Abuja,Loan Disbursement,Individual,663090.57,5757.93,NGN,657332.64,Agent Network
2023-11-12,F102,Abuja,Loan Disbursement,Individual,445441.73,2726.99,NGN,442714.74,Mobile App
2023-05-31,F103,Lagos,Loan Repayment,Business,232089.19,2608.27,USD,229480.92,Web Portal
2023-06-26,F103,Enugu,Money Transfer,Business,84292.4,185.9,USD,84106.5,Web Portal
2023-04-02,F103,Lagos,Money Transfer,Individual,30128.3,140.67,NGN,29987.63,Mobile App
2023-09-01,F102,Abuja,Loan Disbursement,Business,566584.97,3219.94,NGN,563365.03,Web Portal
2023-11-19,F102,Kano,Money Transfer,Individual,758584.99,8208.19,NGN,750376.8,Agent Network
2023-05-14,F102,Lagos,Money Transfer,Business,324278.74,2614.38,NGN,321664.36,Web Portal
2023-05-07,F104,Lagos,Loan Repayment,Individual,217308.22,951.86,USD,216356.36,Web Portal
2023-10-28,F102,Lagos,Bill Payment,Individual,986049.19,5608.23,USD,980440.96,Web Portal
2023-09-20,F103,Lagos,Loan Repayment,Individual,435758.9,3408.53,USD,432350.37,Agent Network
2023-05-08,F103,Enugu,Airtime Purchase,Individual,538607.93,7745.88,USD,530862.05,Agent Network
2023-04-13,F101,Kano,Bill Payment,Business,710674.75,9715.48,USD,700959.27,Agent Network
2023-03-31,F103,Lagos,Money Transfer,Business,380555.13,820.55,NGN,379734.58,Mobile App
2023-03-11,F102,Lagos,Loan Disbursement,Business,417474.79,5933.55,NGN,411541.24,Mobile App
2023-09-22,F102,Kano,Money Transfer,Business,973565.7,8626.83,NGN,964938.87,Agent Network
2023-12-26,F102,Enugu,Airtime Purchase,Business,202675.32,780.81,USD,201894.51,Agent Network
2023-03-14,F104,Kano,Money Transfer,Individual,470975.46,1960.12,NGN,469015.34,Agent Network
2023-05-13,F102,Lagos,Loan Repayment,Business,172246.18,2459.28,USD,169786.9,Agent Network
2023-10-14,F101,Abuja,Money Transfer,Individual,363729.18,1169.0,NGN,362560.18,Web Portal
2023-01-11,F103,Lagos,Bill Payment,Individual,352967.39,838.91,NGN,352128.48,Web Portal
2023-03-12,F102,Abuja,Airtime Purchase,Business,673759.49,8483.59,USD,665275.9,Web Portal
2023-10-07,F101,Abuja,Loan Disbursement,Business,696401.67,8421.36,NGN,687980.31,Mobile App
2023-01-27,F101,Lagos,Airtime Purchase,Business,109423.62,563.73,USD,108859.89,Web Portal
2023-07-03,F102,Lagos,Loan Repayment,Individual,929704.45,6274.13,NGN,923430.32,Agent Network
2023-03-05,F101,Enugu,Money Transfer,Individual,448837.41,1248.01,NGN,447589.4,Agent Network
2023-03-01,F104,Enugu,Loan Disbursement,Business,992882.25,7072.99,NGN,985809.26,Web Portal
2023-06-28,F103,Lagos,Bill Payment,Individual,754104.58,7530.95,USD,746573.63,Web Portal
2023-05-20,F103,Lagos,Loan Disbursement,Individual,692546.98,3621.2,NGN,688925.78,Web Portal
2023-03-18,F104,Enugu,Loan Repayment,Business,529455.94,3151.47,USD,526304.47,Web Portal
2023-12-13,F102,Lagos,Loan Disbursement,Individual,351911.36,3813.84,NGN,348097.52,Mobile App
2023-04-13,F102,Abuja,Money Transfer,Business,133872.91,1676.77,NGN,132196.14,Web Portal
2023-11-11,F104,Lagos,Loan Repayment,Individual,307416.81,2507.48,USD,304909.33,Agent Network
2023-07-28,F102,Abuja,Loan Disbursement,Business,505714.71,2336.37,NGN,503378.34,Mobile App
2023-05-09,F104,Enugu,Loan Repayment,Individual,718685.27,7705.87,USD,710979.4,Agent Network
2023-07-07,F103,Abuja,Loan Disbursement,Business,509417.91,2174.47,USD,507243.44,Mobile App
2023-11-14,F102,Kano,Money Transfer,Individual,565402.68,2599.18,USD,562803.5,Mobile App
2023-04-16,F101,Enugu,Loan Repayment,Individual,758807.47,6521.83,NGN,752285.64,Mobile App
2023-02-11,F101,Enugu,Bill Payment,Business,119536.11,1486.31,NGN,118049.8,Agent Network
2023-06-26,F103,Enugu,Bill Payment,Business,458501.1,2253.68,NGN,456247.42,Mobile App
2023-12-18,F102,Abuja,Airtime Purchase,Business,374882.27,4734.41,USD,370147.86,Mobile App
2023-01-20,F101,Lagos,Loan Disbursement,Individual,544984.65,5773.27,USD,539211.38,Agent Network
2023-07-03,F101,Kano,Loan Repayment,Individual,559837.59,1506.37,USD,558331.22,Web Portal
2023-04-25,F101,Lagos,Money Transfer,Individual,281171.04,857.18,NGN,280313.86,Web Portal
2023-01-06,F102,Enugu,Money Transfer,Business,749466.96,3096.47,USD,746370.49,Agent Network
2023-07-13,F104,Kano,Airtime Purchase,Business,876413.52,7553.39,NGN,868860.13,Agent Network
2023-08-28,F103,Abuja,Money Transfer,Business,661085.0,2762.81,NGN,658322.19,Mobile App
2023-06-14,F104,Enugu,Loan Repayment,Individual,996996.13,4474.38,NGN,992521.75,Mobile App
2023-07-07,F104,Kano,Money Transfer,Individual,372313.11,1678.85,NGN,370634.26,Agent Network
2023-03-13,F104,Abuja,Money Transfer,Individual,984124.75,13889.22,NGN,970235.53,Agent Network
2024-01-01,F102,Lagos,Loan Repayment,Individual,340339.28,3684.88,USD,336654.4,Web Portal
2023-06-16,F102,Lagos,Airtime Purchase,Individual,821714.34,11204.09,USD,810510.25,Agent Network
2023-09-11,F102,Lagos,Money Transfer,Business,644600.25,7648.29,NGN,636951.96,Mobile App
2023-06-10,F102,Lagos,Loan Disbursement,Business,989122.94,14464.91,USD,974658.03,Agent Network
2023-10-09,F104,Abuja,Bill Payment,Business,694919.33,3597.87,USD,691321.46,Web Portal
2023-10-18,F101,Abuja,Bill Payment,Individual,160403.86,902.83,NGN,159501.03,Agent Network
2023-07-31,F104,Abuja,Loan Disbursement,Business,337054.56,3187.72,NGN,333866.84,Agent Network
2023-01-29,F101,Enugu,Loan Repayment,Individual,961266.64,3293.24,NGN,957973.4,Mobile App
2023-08-19,F102,Lagos,Loan Disbursement,Business,194529.66,1418.17,NGN,193111.49,Mobile App
2023-10-05,F103,Kano,Bill Payment,Business,89991.96,1087.28,USD,88904.68,Web Portal
2023-05-31,F101,Kano,Bill Payment,Business,882060.33,1773.55,NGN,880286.78,Mobile App
2023-04-22,F104,Enugu,Loan Repayment,Individual,834983.33,3943.79,NGN,831039.54,Agent Network
2023-10-21,F103,Enugu,Money Transfer,Business,878314.62,11731.27,NGN,866583.35,Mobile App
2023-12-23,F103,Enugu,Money Transfer,Business,577890.29,7111.82,USD,570778.47,Web Portal
2023-05-13,F101,Enugu,Money Transfer,Individual,711398.24,10654.61,NGN,700743.63,Mobile App
2023-02-07,F102,Lagos,Airtime Purchase,Business,212849.26,933.81,USD,211915.45,Agent Network
2023-02-18,F103,Kano,Loan Repayment,Business,580029.55,7135.43,USD,572894.12,Web Portal
